SUBTOTAL,PARTIDA PRESUPUESTAL
28629.6,3002-022
31020.17,3002-028
14317.0,3002-034
14317.0,3002-034
28634.0,3002-022
2385.8,3002-028
24140.0,3003-004
19550.0,3003-010
20700.0,3003-022
20700.0,3003-016
6900.0,3003-039
20700.0,3003-040
8000.0,3601-004
8000.0,3601-004
80640.0,1401-029
443520.0,1401-002
18900.0,1403-023
94500.0,1403-002
102900.0,1401-020
60480.0,1401-036
4285.0,1404-005
4285.0,1404-005
58800.0,1403-016
105000.0,1403-030
24000.0,3220-003
24000.0,3220-007
16000.0,3220-007
8000.0,3201-014
16000.0,3201-014
28000.0,3108-008
14000.0,3108-008
20154.0,1410-008
14154.0,1410-008
15000.0,3145-031
7500.0,3145-015
6250.0,4180-003
30000.0,3145-016
30000.0,3145-016
30000.0,3145-016
1080.0,3442-006
4786.67,3442-006
4786.67,3442-007
1560.0,3442-006
1560.0,3442-006
2426.5,3442-006
1560.0,3442-006
2273.34,3442-006
2120.0,3442-006
960.0,3442-006
1220.0,3442-006
1220.0,3442-006
1220.0,3442-007
1220.0,3442-006
1220.0,3442-007
2440.0,3442-006
1220.0,3442-006
1220.0,3442-007
14700.0,2310-004
960.0,3442-006
920.0,3442-006
6250.0,2495-017
14000.0,1403-037
38850.0,1403-079
2500.0,3002-034
7350.0,2405-025
6250.0,2495-017
920.0,3442-006
5880.0,2405-025
1470.0,2405-025
12500.0,3145-052
58000.0,3412-107
9829.0,3498-003
14725.0,3412-043
4310.34,3412-131
2000.0,2394-061
9000.0,2494-003
24720.0,2494-043
890.0,2494-071
560.0,2494-059
2300.0,2494-071
4000.0,2494-043
6000.0,2494-071
22700.0,2494-027
27000.0,3292-007
15606.79,3683-006
15606.79,3683-012
23410.18,3683-018
11444.98,3683-024
11236.89,3683-030
5618.44,3683-138
11236.89,3683-042
11444.98,3683-048
11444.98,3683-054
7803.39,3683-060
7803.39,3683-066
7803.39,3683-072
7803.39,3683-078
11444.98,3683-084
7803.39,3683-090
11444.98,3683-096
11705.09,3683-101
14566.33,3683-105
29132.67,3683-109
14566.33,3683-113
14566.33,3683-158
4737.77,3683-171
2601.13,3683-154
13854.6,3632-003
6982.72,3632-003
1995.06,3632-003
1995.06,3632-003
5431.0,3632-003
3990.12,3632-003
31.1,3632-003
110.84,3632-003
4902.65,3442-025
164.73,3442-025
164.73,3442-025
329.46,3442-025
8048.19,3442-025
1089.23,3442-029
3176.92,3442-025
484.1,3442-029
202495.56,7050-003
26024.44,3410-012
9000.0,2594-003
1500.0,2594-003
2391.61,2494-071
3000.0,2594-003
3995.0,2494-035
7600.0,2594-003
3700.0,2494-071
7900.0,2494-007
650.0,2498-003
80000.0,1401-011
7500.0,3480-003
8000.0,1641-004
1600.0,3716-003
29000.0,3498-003
44113.16,1401-003
3680.34,1401-006
15176.62,1401-007
44164.08,1401-012
3680.34,1401-015
16000.14,1401-016
29442.72,1401-021
12874.96,1401-024
27897.0,1401-025
29442.72,1401-030
7360.68,1401-031
36483.24,1401-032
29442.72,1401-037
7360.68,1401-038
11897.54,1401-039
6972.31,1401-051
29442.72,1401-058
3680.34,1401-059
45824.17,1401-065
11897.54,1401-067
43775.71,1401-076
7360.68,1401-077
15179.62,1401-078
3680.34,1403-003
9071.69,1403-031
5159.26,1403-033
3680.34,1403-059
11041.02,1403-066
3692.34,1403-068
4206.1,1406-004
36143.89,1406-005
35994.13,1406-006
11041.02,1410-009
2871.82,1410-011
22082.04,1410-022
5743.64,1410-024
279486.31,1499-001
14970.54,1301-012
3669.62,1301-014
2333.38,1301-015
36402.21,1302-005
25845.47,1302-007
2000.04,1302-008
22082.04,1401-003
3680.34,1401-006
18584.73,1401-007
29442.72,1401-012
7360.68,1401-015
15384.75,1401-016
36803.4,1401-021
7360.68,1401-024
1641.0,1401-025
22082.04,1401-030
3680.34,1401-031
3282.0,1401-032
22082.04,1401-037
3680.34,1401-038
4977.8,1401-039
24985.64,1401-051
16668.12,1401-053
22082.04,1401-058
3680.34,1401-059
11041.02,1401-065
29442.72,1401-076
28102.81,1401-078
14721.36,1403-003
2051.3,1403-005
22005.66,1403-024
1629.04,1403-026
11041.02,1403-031
11041.02,1403-066
6583.94,1404-006
1711.01,1406-004
20246.42,1406-005
28498.29,1406-006
18401.7,1410-009
16362.36,1410-010
135216.26,1499-001
11278.01,1301-012
11278.01,1301-014
11278.0,1301-015
11278.0,1302-005
11278.0,1302-007
11278.0,1302-008
10000.0,2795-003
15600.0,3902-003
63000.0,3193-090
7500.0,3193-105
34489.29,3410-003
34489.28,3410-003
34489.28,3410-013
34489.28,3410-005
34489.28,3410-006
34489.28,3410-007
34489.28,3410-008
34489.28,3410-018
34489.28,3410-013
11540.0,3110-003
74117.4,3902-038
88823.78,3902-038
4888.23,3999-001
15150.0,3407-005
67400.0,3305-007
16000.0,3201-004
14000.0,3201-007
7967.56,3298-003
16098.01,2601-003
4880.24,2601-007
4066.87,2602-009
271.12,2602-011
12234.49,2602-019
11387.22,2602-021
11522.79,2602-022
14471.26,2602-022
266875.5,1420-003
114367.5,1420-003
75000.0,3193-117
16560.0,3410-012
7000.0,3583-003
85000.0,3583-004
172.75,2080-003
68.97,3410-012
465.52,3410-012
144.82,2080-003
47.41,3412-138
379.3,2080-003
203.02,2080-003
153.46,2080-003
1551.72,2080-003
858.94,3901-048
344.83,3901-048
1732.76,3410-012
256.9,2080-003
293.95,3416-015
394.83,3410-012
597.41,3410-012
965.52,2080-003
2508.62,3410-012
65.0,3416-015
274.76,3416-015
500.0,2080-003
1000.0,2080-003
27.0,3412-138
34.22,7038-009
850.0,7050-005
1724.14,3412-139
775.86,3412-139
244.82,3410-012
18.96,2080-003
545.0,3410-012
97.5,3410-012
5745.03,1631-004
431.9,3412-139
1074.14,3410-012
1724.14,3412-139
862.07,3412-139
1293.1,3412-139
96.0,3904-003
97.75,3904-003
27.0,3410-012
177.9,1643-003
79.94,1643-003
1924.71,3901-039
3039.94,3901-049
2544.58,3901-049
905.19,3901-049
4342.39,3901-004
3728.69,3901-039
4107.51,3901-039
991.38,3901-051
17.24,2794-003
86.2,2794-003
5120.7,2794-003
6163.79,2794-003
262.98,2794-003
104.13,2794-003
103.45,2794-003
1119.83,2794-003
8.6,2794-003
309.48,2794-003
4652.58,2794-003
1529.29,2794-003
2067.25,2794-003
773.28,2794-003
17.24,2794-003
1162.93,2794-003
650.0,2794-003
782.42,2794-003
822.42,2794-003
614.66,2794-003
7093.82,1641-003
6096.44,1641-003
3601.86,1641-003
5884.83,1641-008
380.0,7050-005
464.14,7050-005
769.83,3901-048
828.45,3901-048
991.38,3901-048
319.83,3901-048
769.83,3901-048
319.83,3901-048
43543.0,5024-003
478.45,2080-003
451.72,3901-048
451.72,3901-048
451.72,3901-048
451.72,3901-048
473.27,3901-048
6055.12,3901-048
626.75,2080-003
350.0,3901-048
1442.0,3901-048
140.52,3442-029
2185.34,1640-009
6384.07,1640-009
681.03,1640-009
72.0,7038-009
30.74,7038-009
1850.0,3410-012
67.0,3904-003
66.75,3904-003
34.8,7038-009
80.0,3904-003
16995.7,2494-071
1129.31,2494-071
224.14,2494-071
974.14,2494-071
3883.62,2494-071
520.0,2494-071
1400.0,2494-071
516.38,2494-071
3446.63,2494-003
6267.54,2494-071
510.5,2494-071
830.0,2494-071
1076.73,2494-071
344.84,2494-071
461.72,2494-071
343.1,2485-003
2442.24,2494-059
39.0,2494-047
34.8,2285-003
100.0,2494-071
100.0,2494-071
38.0,2494-071
34.22,2285-003
264.0,2494-071
1949.14,2385-003
369.03,2494-063
2812.77,2494-071
578.66,2494-071
534.06,2485-003
483.41,2494-043
1144.39,2485-003
1388.85,2494-071
143.7,2285-003
257.76,2285-003
1397.24,2494-071
881.91,2485-003
875.0,2394-005
3996.55,2311-003
18.97,2585-003
413.82,2585-003
129.75,2594-003
51.0,2594-003
93.0,2594-003
178.25,2585-003
623.2,2585-003
4290.5199999999995,2585-003
1988.3000000000002,2585-003
141.38,2585-003
250.0,2594-003
66.0,2585-003
375.0,2594-003
289.65,2594-003
77.59,2594-003
123.28,2594-003
249.97,2594-003
171.55,2594-003
849.14,2594-003
1429.31,2594-003
11.0,2585-003
78.0,2594-003
25.0,2585-003
801.72,2585-003
994.82,2594-003
969.05,2594-003
128.45,2594-003
170.3,2585-003
1078.21,2585-003
387.93,2585-003
40.0,2585-003
2030.3,2585-003
1370.69,2594-003
1193.52,2585-003
712.0,2585-003
1194.44,2585-003
1754.33,2311-003
222.42,2485-003
337.96,2494-003
217.26,2494-003
52.5,2285-003
671.55,2494-007
2193.7,2494-071
1000.0,2494-071
1100.0,2494-071
65.52,2494-059
956.61,2494-059
6992.0,2494-059
1390.0,2494-059
2026.07,2494-059
144.83,2485-003
100.4,2285-003
2479.31,2494-059
1859.48,2494-059
189.6,2494-059
789.87,2494-059
34.22,2285-003
34.8,2285-003
85.0,2494-071
70.0,2494-071
34.22,2285-003
81.36,2285-003
119.93,2285-003
34.8,2285-003
6058.73,3901-049
29110.4,3901-039
693.97,3901-051
853.45,3901-051
1988.94,3901-024
4342.39,3901-029
403.44,2794-003
688.79,2794-003
226.29,2794-003
120.7,2794-003
803.83,2794-003
1500.05,2794-003
175.86,2794-003
2498.28,2794-003
688.79,2794-003
1272.0,2794-003
394.0,2794-003
216.0,2794-003
4616.38,2794-003
129.31,2794-003
77.58,2794-003
758.37,2794-003
531.68,2794-003
272.41,2794-003
77.59,2794-003
68.96,2794-003
3485.34,2794-003
1291.38,2794-003
38.12,2794-003
12.93,2794-003
609.15,2794-003
41189.66,1641-008
-427816.07,Petty Cash & Floats
7435.56,3683-006
7435.56,3683-012
11153.34,3683-018
5452.74,3683-024
5353.6,3683-030
2676.8,3683-138
5353.6,3683-042
5452.74,3683-048
5452.74,3683-054
3717.78,3683-060
3717.78,3683-066
3717.78,3683-072
3717.78,3683-078
5452.74,3683-084
3717.78,3683-090
5452.74,3683-096
5576.67,3683-101
6939.85,3683-105
13879.71,3683-109
6939.85,3683-113
6939.85,3683-158
2257.22,3683-171
1239.26,3683-154
8573.07,3632-003
4320.83,3632-003
1234.52,3632-003
1234.52,3632-003
3360.64,3632-003
2469.04,3632-003
19.25,3632-003
68.58,3632-003
1890.56,3442-025
63.52,3442-029
63.52,3442-029
127.05,3442-029
3103.55,3442-025
420.03,3442-029
1225.09,3442-025
186.68,3442-029
2189.75,3683-006
2189.75,3683-012
3284.63,3683-018
1605.82,3683-024
1576.62,3683-030
788.31,3683-138
1576.62,3683-042
1605.82,3683-048
1605.82,3683-054
1094.88,3683-060
1094.88,3683-066
1094.88,3683-072
1094.88,3683-078
1605.82,3683-084
1094.88,3683-090
1605.82,3683-096
1642.31,3683-101
2043.77,3683-105
4087.54,3683-109
2043.77,3683-113
2043.77,3683-158
664.75,3683-171
364.96,3683-154
1990.13,3632-003
1003.03,3632-003
286.58,3632-003
286.58,3632-003
780.13,3632-003
573.16,3632-003
4.47,3632-003
15.92,3632-003
288.39,3442-025
9.69,3442-029
9.69,3442-029
19.38,3442-029
473.42,3442-025
64.07,3442-029
186.88,3442-025
28.48,3442-029
3215.26,3683-006
4918.72,3632-003
2479.04,3632-003
708.3,3632-003
708.3,3632-003
1928.14,3632-003
1416.59,3632-003
11.04,3632-003
39.35,3632-003
4588.11,3683-006
592.8,3442-025
19.92,3442-029
19.92,3442-029
39.84,3442-029
973.15,3442-025
131.7,3442-029
384.14,3442-025
58.54,3442-029
1714.82,3683-006
1714.82,3683-012
2572.24,3683-018
1257.54,3683-024
1234.67,3683-030
617.34,3683-138
1234.67,3683-042
1257.54,3683-048
1257.54,3683-054
857.41,3683-060
857.41,3683-066
857.41,3683-072
857.41,3683-078
1257.54,3683-084
857.41,3683-090
1257.54,3683-096
1286.12,3683-101
1600.5,3683-105
3201.0,3683-109
1600.5,3683-113
1600.5,3683-158
520.57,3683-171
285.8,3683-154
1020.0,7038-008
11273.800000000001,3632-009
51252.17,3632-009
138299.09000000003,3632-009
-232173.47,Petty Cash & Floats
8000.0,3412-132
20000.0,3412-132
40000.0,3412-103
15000.0,2795-003
1248994.5,1201-003
13572.8,3902-048
4093.6,3902-047
3200.0,2794-003
28800.0,2794-003
23000.0,2010-012
12000.0,2011-005
10000.0,2011-013
5500.0,7001-005
5500.0,2011-021
34482.76,3193-094
3600.0,3085-003
255058.6,2103-004
1650.0,7050-004
7700.0,2985-003
15200.0,2103-004
800000.0,3793-003
8333.33,1641-003
32813.0,1403-030
1654.01,3498-003
4747.08,3498-003
1600.0,1621-003
15000.0,2494-043
22000.0,2494-059
1050.0,2594-003
10500.0,1413-008
18900.0,2013-005
42000.0,1204-005
20000.0,2001-005
20000.0,1222-009
8000.0,2014-004
18900.0,2020-004
12500.0,2017-004
27000.0,2014-010
8000.0,2045-004
9000.0,2020-010
6200.0,2019-004
5000.0,3683-128
5000.0,3683-128
7000.0,2020-016
4000.0,2020-027
6200.0,2019-010
15000.0,2045-009
24000.0,2014-015
4000.0,2020-044
4000.0,2020-044
26250.0,2004-005
15750.0,2005-005
25000.0,2003-014
15000.0,2005-015
7500.0,2006-004
10833.33,4180-003
33150.0,1302-004
17000.0,2009-004
78540.0,1301-011
184800.0,1301-019
4167.0,2003-009
21000.0,3402-005
10500.0,3403-011
10500.0,3403-016
8000.0,3403-025
32340.0,2201-005
21525.0,2202-004
12600.0,2213-004
15750.0,2206-004
17850.0,2401-004
17000.0,2501-004
12600.0,2203-004
7000.0,2206-016
8925.0,2401-015
10000.0,2405-025
10000.0,2405-025
9800.0,2501-010
7700.0,2206-010
6300.0,2310-004
7875.0,2403-010
6300.0,2495-012
7350.0,2401-027
8400.0,2402-004
8000.0,2502-004
6300.0,2310-010
1166.66,2020-038
10290.0,2405-004
5000.0,2405-025
7875.0,2403-016
1470.0,2405-025
9800.0,2405-025
1470.0,2405-025
17850.0,2401-021
8925.0,2401-021
8820.0,2405-025
8820.0,2707-025
16000.0,2502-008
2940.0,2405-025
10290.0,2405-025
7350.0,2401-032
7350.0,2401-032
7350.0,2401-032
14000.0,2705-004
10000.0,2703-004
9000.0,2795-012
7500.0,2707-004
8000.0,2706-004
1500.0,2706-010
1500.0,2707-025
6000.0,2707-025
20000.0,1413-004
22000.0,5009-005
11000.0,5010-005
12000.0,2804-004
84000.0,2801-004
21000.0,2801-004
9300.0,2805-004
10300.0,2802-010
12000.0,3416-004
21500.0,3104-004
26250.0,3102-010
20000.0,3109-004
17250.0,3145-004
26000.0,3102-004
15000.0,3145-026
17250.0,3145-010
21500.0,3104-009
9000.0,3201-006
12000.0,3201-005
11000.0,3201-012
14314.8,2902-010
14312.52,2902-016
14314.8,2902-004
14314.8,3002-004
14314.8,3002-016
14314.8,3002-010
17621.23,3001-004
12070.0,3003-004
9775.0,3004-004
9775.0,3003-010
10350.0,3003-022
10350.0,3003-016
8000.0,3601-004
320000.0,1401-011
80640.0,1401-036
7000.0,1403-037
8570.0,1404-005
16800.0,1403-044
12000.0,3220-003
8000.0,3220-007
10000.0,1411-023
10000.0,1411-024
9026.0,1411-025
7500.0,3145-031
15000.0,3145-016
2160.0,3442-006
1080.0,3442-006
1080.0,3442-007
1560.0,3442-007
2426.5,3442-007
2273.34,3442-007
960.0,3442-007
2273.34,3442-007
2273.35,3442-006
1813.0,3442-007
1966.67,3442-006
1966.67,3442-007
2273.35,3442-007
4546.67,3442-006
2273.34,3442-006
2273.34,3442-007
10564.78,2508-007
1070.0,2494-055
184.4,2594-003
416.54,2494-023
11481.75,2494-071
6300.0,2494-003
24080.0,2494-007
120000.0,2594-003
3000.0,2494-023
3000.0,2494-043
400.0,2494-007
4900.0,2394-005
3400.0,2494-027
5000.0,2494-047
10841.0,3442-016
21650.0,3498-003
85830.72,3412-111
20979.03,3412-132
30000.0,3902-003
15800.0,2602-004
9771.6,3193-115
16000.0,3201-004
14000.0,3201-007
2572.08,3902-038
157310.4,3902-038
1715.84,3902-038
4847.95,3999-001
75400.0,3305-007
34482.76,3193-094
34482.76,3193-094
54633.33,3091-007
16318.09,3683-006
17016.49,3683-012
25000.94,3683-018
12222.68,3683-024
11497.61,3683-030
5595.16,3683-138
11497.61,3683-042
12222.68,3683-048
11710.53,3683-054
8333.65,3683-060
8333.65,3683-066
8333.65,3683-072
8333.65,3683-078
12222.68,3683-084
8333.65,3683-090
12222.68,3683-096
11452.88,3683-101
14252.47,3683-105
29156.78,3683-109
3171.27,3683-113
27289.18,3683-158
8875.95,3683-171
4873.07,3683-154
71000.0,3220-003
12950.0,3407-005
79000.0,3220-003
6600.0,2795-003
30000.0,7002-003
40000.0,1410-021
9204.02,1401-015
17436.05,1401-016
47844.42,1401-021
4500.84,1401-024
13128.04,1401-025
22082.04,1401-030
4500.84,1401-031
32820.0,1401-032
22082.04,1401-037
4500.84,1401-038
9230.85,1401-039
22082.04,1401-058
4500.84,1401-059
4512.86,1401-060
11041.02,1401-065
410.26,1401-067
7360.68,1403-003
21591.83,1403-024
11532.15,1403-026
7309.76,1403-052
2850.82,1403-054
7360.68,1403-059
18051.12,1403-061
22031.12,1403-066
6558.16,1403-068
14721.36,1499-001
18401.7,1403-073
7551.93,1403-074
6974.42,1403-075
5514.28,1406-004
10266.06,1406-005
21519.58,1406-006
73606.8,1410-009
13128.32,1410-011
239432.84,1499-001
22082.04,1401-003
4500.84,1401-006
15589.88,1401-007
44164.08,1401-012
43923.51,3902-048
8940.0,3902-052
6000.0,2494-071
35000.0,3412-095
45000.0,3412-079
18000.0,3412-133
17000.0,3412-111
2820.0,3498-003
7750.0,2794-003
591.5,2494-055
160.0,2498-003
1739.0,2494-059
1350.0,2394-005
4000.0,2394-073
70000.0,2490-004
6000.0,2494-059
3950.0,2494-071
2400.0,2494-023
2000.0,2494-023
1423536.98,Impuestos Pagados (IVA)
828220.15,Impuestos Pagados (ISR)
3554.95,7230-001
203.91,7230-001
2335.0,3485-003
1200.0,3412-138
47.38,3401-042
507.76,3401-042
23.28,3485-003
184.48,3401-042
43.24,3401-042
168.97,3401-042
128.45,3401-042
201.72,3401-042
1200.0,3412-138
1200.0,3412-138
191.38,3401-042
29.0,3401-042
59.0,3401-042
34.39,3401-042
36.62,3401-042
36.97,3401-042
36.28,3401-042
37.78,3401-042
30.74,3401-042
20.0,3401-042
21.9,3401-042
98.0,3401-042
40.4,3401-042
118.0,3401-042
255.19,3401-042
273.28,3401-042
157.76,3401-042
72.41,3401-042
31.16,3401-042
95.0,3401-042
18.5,3401-042
31.38,3401-042
42.38,3401-042
72.0,3401-042
67.24,3485-003
108.5,3401-042
300.0,3401-042
204.31,3401-042
240.52,3401-042
118.97,3401-042
807.75,3401-042
22.0,3401-042
27.98,3401-042
37.93,3401-042
31.32,3401-042
27.0,3401-042
125.0,3401-042
227.0,3401-042
120.0,3401-042
59.0,3401-042
83.0,3401-042
79.0,3401-042
55.0,3401-042
90.0,3485-003
1033.62,2794-003
141.47,2794-003
387.5,2794-003
48.28,2794-003
17.24,2794-003
8.62,2794-003
4562.94,2794-003
51.72,2794-003
1984.24,2794-003
1500.0,2794-003
1500.0,2794-003
82.76,2794-003
1679.74,2794-003
137.9,2794-003
296.4,2794-003
77.0,3401-042
66.24,3401-042
252.72,3401-042
186.49,3401-042
256.03,3401-042
537.93,3401-042
365.52,3401-042
46.55,3485-003
56.67,3401-042
76.9,3401-042
60.5,3401-042
50.86,3401-042
80.17,3485-003
367.24,3401-042
227.59,3401-042
192.0,3401-042
68.5,3401-042
60.0,3401-042
37.0,3401-042
130.0,3401-042
60.0,3401-042
30.0,3401-042
366.21,2385-003
761.55,2494-059
788.43,2494-059
1785.42,2494-059
18.88,2385-003
1084.48,2494-059
927.59,2494-071
6212.0,2494-071
226.74,2494-071
132.76,2311-003
530.0,2494-027
588.69,2494-027
303.46,2485-003
495.6,2485-003
954.65,2485-003
1036.0,2485-003
1835.69,2494-027
344.44,2494-027
399.57,2494-027
953.2,2494-043
486.0,2494-027
330.0,2494-027
386.38,2311-003
775.86,2494-063
1171.55,2494-063
5140.0,2385-003
688.79,2385-003
586.55,2285-003
31.32,2285-003
20.0,2285-003
50.0,2285-003
110.0,2285-003
624.0,2585-003
246.21,2585-003
1535.17,2594-003
823.71,2594-003
160.0,2585-003
1429.17,2585-003
1198.28,2594-003
25.81,2594-003
543.0,2594-003
40.5,2585-003
310.35,2594-003
749.52,2585-003
503.45,2594-003
241.0,2594-003
72.0,2594-003
910.0,2594-003
2260.0,2494-071
871.98,2494-059
155.15,2494-027
3992.1,2494-027
955.17,2494-071
662.07,2394-029
44.83,2311-003
764.74,2494-027
4144.62,2494-027
2326.21,2494-027
402.98,2494-027
206.84,2494-027
207.76,2494-027
1560.0,2494-027
1450.0,2494-027
1400.0,2494-027
1200.0,2494-027
650.88,2494-071
34.22,2285-003
3960.62,2494-071
1033.22,2494-071
970.0,2494-059
286.64,2494-071
129.31,2494-027
441.42,2494-027
88.28,2494-027
878.19,2485-003
1638.79,2485-003
1033.62,2494-059
601.72,2494-027
905.18,2494-027
181.9,2494-027
100.0,2494-027
343.44,2494-059
177.59,2285-003
3359.07,2494-027
20.0,2285-003
60.0,2285-003
50.0,2494-027
89.9,2285-003
1692.0,2494-027
1700.0,2494-071
482.69,2494-067
86.19,2494-067
650.96,2494-059
962.59,2494-059
18709.57,2494-059
929.0,2494-071
1623.79,2494-071
2086.21,2494-071
3413.8,2494-059
1119.83,2494-071
25.86,2485-003
8134.48,2494-003
34.22,2285-003
5036.0,2494-003
357.76,7230-001
3554.95,7230-001
8.0,2794-003
8.0,2794-003
8.0,2794-003
49.0,2794-003
34.0,2794-003
34.8,2794-003
15.0,2794-003
34.8,2794-003
500.0,2794-003
34.22,2794-003
171.55,2794-003
249.14,2794-003
59.48,2794-003
480.95,2794-003
1665.0,2794-003
31.32,2794-003
34.22,2794-003
31.32,2794-003
30.16,2794-003
580.0,2794-003
34.22,2794-003
34.8,2794-003
34.22,2794-003
34.22,2794-003
34.22,2794-003
-186467.57,Petty Cash & Floats
510.0,7038-008
25200.0,3407-005
9100.0,3407-005
24500.0,3407-005
700.0,4180-003
3500.0,3407-005
16800.0,3407-011
700.0,4180-003
4200.0,3407-006
7500.0,2006-008
10000.0,2006-009
3750.0,2006-009
2333.0,2020-021
14000.0,2020-022
14000.0,2020-022
14000.0,2020-022
7000.0,2020-022
14000.0,2020-023
60840.0,2390-004
10000.0,2490-005
9000.0,3412-139
20000.0,3412-139
4235.05,3498-003
6294.0,3498-003
46000.0,2010-014
24000.0,2011-007
20000.0,2011-015
11000.0,7001-007
75000.0,7002-003
46000.0,2010-013
24000.0,2011-006
20000.0,2011-014
11000.0,7001-006
11000.0,2011-022
20300.0,3407-005
30357.0,3198-003
187375.6,3902-008
93687.8,3902-009
3500.0,3407-005
8000.0,3193-094
11470.62,3902-027
15882.3,3902-033
5090.86,3902-039
24275.55,3902-027
1701.58,3999-001
6378.75,2494-071
5529.27,2494-071
1100.0,2498-003
8327.2,2394-005
6315.0,2494-007
2650.0,2494-015
250.0,2494-055
8296.76,2394-005
13675.52,2394-005
3990.0,2494-071
3780.0,2494-003
8050.0,2080-003
339362.5,1401-071
26250.0,1403-030
22725.25,3498-003
11500.0,3498-003
15000.0,3498-003
175000.0,2794-003
26600.0,3407-005
700.0,4180-003
8400.0,3407-011
31613.34,3410-013
31613.34,3410-013
31613.34,3410-013
31613.33,3410-013
31613.33,3410-013
31613.33,3410-013
31613.33,3410-013
31613.33,3410-013
31613.33,3410-013
14109.44,3683-006
14713.4,3683-012
21617.06,3683-018
10568.34,3683-024
9941.41,3683-030
4837.85,3683-138
9941.4,3683-042
10568.33,3683-048
10125.5,3683-054
7205.68,3683-060
7205.68,3683-066
7205.68,3683-072
7205.68,3683-078
10568.33,3683-084
7205.68,3683-090
10568.33,3683-096
9902.72,3683-101
12323.39,3683-105
25210.39,3683-109
2742.03,3683-113
23595.57,3683-158
7674.58,3683-171
4213.49,3683-154
101023.68,3632-003
18178.57,3936-004
27240.0,3442-029
37800.0,2013-006
42000.0,1204-006
42000.0,1204-006
40000.0,2001-006
10000.0,1222-009
16000.0,2014-005
18900.0,2020-005
25000.0,2017-004
25000.0,2017-005
10500.0,1222-004
8000.0,2045-005
9300.0,2019-005
7000.0,2020-017
8000.0,2020-027
4000.0,2020-027
9300.0,2019-011
12500.0,2017-009
25000.0,2017-010
12500.0,2017-011
32000.0,2014-016
3500.0,2020-027
3500.0,2020-027
3500.0,2020-027
16000.0,2030-003
48000.0,2030-004
8000.0,2030-004
26250.0,2004-005
15000.0,2006-004
462000.0,1301-027
17802.4,1301-031
42000.0,3402-006
64680.0,2201-006
43050.0,2202-004
43050.0,2202-005
25200.0,2213-004
11100.0,2213-004
31500.0,2206-005
35700.0,2401-005
25200.0,2203-004
12600.0,2203-005
14000.0,2206-017
10000.0,2405-025
19600.0,2501-010
14700.0,2501-011
15400.0,2206-011
7350.0,2310-005
15750.0,2403-010
7875.0,2403-011
12600.0,2495-013
7350.0,2401-027
7350.0,2401-027
7350.0,2401-027
7350.0,2401-028
3900.0,2403-022
3900.0,2403-022
3900.0,2403-022
8400.0,2405-009
7875.0,2403-017
2940.0,2405-025
2940.0,2405-025
14700.0,2405-025
8925.0,2401-022
12600.0,2405-025
5880.0,2405-025
1470.0,2405-025
4410.0,2405-025
8820.0,2405-025
8820.0,2405-025
6300.0,2310-011
51450.0,2401-033
8820.0,2405-025
3900.0,2403-022
3266.66,2403-032
5000.0,2403-033
15000.0,2403-033
7500.0,2403-034
1950.0,2403-021
28000.0,2705-005
20000.0,2703-005
18000.0,2795-013
22500.0,2701-004
22500.0,2701-005
15000.0,2707-005
16000.0,2706-005
21000.0,2707-025
9000.0,2707-025
9000.0,2707-025
3000.0,2707-025
4500.0,2707-025
4500.0,2707-025
4500.0,2707-025
44000.0,5009-005
11000.0,5010-005
11000.0,5010-005
4000.0,5001-024
12300.0,2801-010
12300.0,2801-011
36000.0,2802-004
21000.0,2801-005
13200.0,2801-005
18600.0,2805-004
3000.0,2805-019
7500.0,2805-019
16250.0,3145-021
1250.0,3145-021
5750.0,3145-005
5750.0,3145-011
2500.0,3104-027
15000.0,3104-027
7166.66,3104-023
11500.0,3145-040
34500.0,3145-040
93333.32,3102-025
8625.0,3145-064
1250.0,3145-064
7500.0,3145-051
16000.0,3201-005
12000.0,3201-005
2385.8,2902-022
28634.0,2902-028
4023.32,3003-005
3258.33,3003-011
3450.0,3003-023
3450.0,3003-017
8000.0,3601-005
47250.0,1403-002
38850.0,1403-079
4285.0,1404-005
4285.0,1404-005
352800.0,1401-050
416000.0,1401-075
199500.0,1401-057
50400.0,1403-058
5000.0,1404-005
6900.0,4180-003
14000.0,3108-008
14000.0,3108-008
14154.0,1410-008
20154.0,1410-008
2500.0,3145-031
720.0,3442-007
3933.33,3442-006
3933.33,3442-006
1966.66,3442-006
1966.66,3442-007
720.0,3442-007
2120.0,3442-007
1560.0,3442-007
2273.34,3442-006
1080.0,3442-007
1813.0,3442-007
840.0,3442-007
2440.0,3442-006
1220.0,3442-006
1220.0,3442-007
4000.0,2394-025
2000.0,2494-071
3950.0,2498-003
21459.02,3813-003
5200.0,1641-004
5829.94,1301-028
5829.94,1301-029
5829.94,1301-030
5829.94,1301-031
5829.94,1301-036
5829.94,1301-037
5829.94,1301-038
5829.94,1301-039
5829.94,1302-005
5829.94,1302-006
5829.94,1302-007
5829.94,1302-008
70000.0,1480-003
1000.0,Petty Cash & Floats
400.0,7038-009
1000.0,Petty Cash & Floats
837.82,7230-001
9095.68,7230-003
990.0,7230-003
2093.24,7230-003
1500.0,7230-004
53150.0,1641-008
2672.41,2494-055
279.31,2385-003
2881.03,2385-003
734.0,2485-003
7932.57,2385-003
7012.93,2494-055
937.67,2485-003
551.76,2485-003
493.1,2494-071
1464.78,2494-059
